date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:53:13	14/14	---M--	200	added ('OK')	text/plain	etag:%22e-604bde673af7a%22	https://jthemes.net/robots.txt		(from )
00:53:15	17481/17481	---M-Z	200	added ('OK')	text/html	etag:%224449-5d13304958b80-gzip%22	https://jthemes.net/themes/html/quizo/version-1/	E:/quiz_page/jthemes.net/themes/html/quizo/version-1/index.html	(from )
00:53:15	59344/59344	---M-Z	200	added ('OK')	text/css	etag:%226599bda5-317b%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.3/css/all.min.css	E:/quiz_page/cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.3/css/all.min.css	(from https://jthemes.net/themes/html/quizo/version-1/)
00:53:15	155845/155845	---M-Z	200	added ('OK')	text/css	etag:%22260c5-5c55eea890800-gzip%22	https://jthemes.net/themes/html/quizo/version-1/assets/css/bootstrap.min.css	E:/quiz_page/jthemes.net/themes/html/quizo/version-1/assets/css/bootstrap.min.css	(from https://jthemes.net/themes/html/quizo/version-1/)
00:53:16	71724/71724	---M-Z	200	added ('OK')	text/css	etag:%221182c-5cab0f7342d80-gzip%22	https://jthemes.net/themes/html/quizo/version-1/assets/css/animate.min.css	E:/quiz_page/jthemes.net/themes/html/quizo/version-1/assets/css/animate.min.css	(from https://jthemes.net/themes/html/quizo/version-1/)
00:53:16	9008/9008	---M-Z	200	added ('OK')	text/css	etag:%222330-5d131f34bff40-gzip%22	https://jthemes.net/themes/html/quizo/version-1/assets/css/style.css	E:/quiz_page/jthemes.net/themes/html/quizo/version-1/assets/css/style.css	(from https://jthemes.net/themes/html/quizo/version-1/)
00:53:16	44735/44735	---M--	200	added ('OK')	image/png	etag:%22aebf-5cbb02bf96300%22	https://jthemes.net/themes/html/quizo/version-1/assets/images/bg_1.png	E:/quiz_page/jthemes.net/themes/html/quizo/version-1/assets/images/bg_1.png	(from https://jthemes.net/themes/html/quizo/version-1/)
00:53:16	88848/88848	---M--	200	added ('OK')	image/png	etag:%2215b10-5cbb02bf96300%22	https://jthemes.net/themes/html/quizo/version-1/assets/images/bg_2.png	E:/quiz_page/jthemes.net/themes/html/quizo/version-1/assets/images/bg_2.png	(from https://jthemes.net/themes/html/quizo/version-1/)
00:53:17	78262/78262	---M--	200	added ('OK')	image/png	etag:%22131b6-5cbb02bf96300%22	https://jthemes.net/themes/html/quizo/version-1/assets/images/bg_3.png	E:/quiz_page/jthemes.net/themes/html/quizo/version-1/assets/images/bg_3.png	(from https://jthemes.net/themes/html/quizo/version-1/)
00:53:17	72174/72174	---M--	200	added ('OK')	image/png	etag:%22119ee-5cbb02bf96300%22	https://jthemes.net/themes/html/quizo/version-1/assets/images/bg_4.png	E:/quiz_page/jthemes.net/themes/html/quizo/version-1/assets/images/bg_4.png	(from https://jthemes.net/themes/html/quizo/version-1/)
00:53:17	89501/89501	---M-Z	200	added ('OK')	text/javascript	etag:%2215d9d-5c84460dd4b00-gzip%22	https://jthemes.net/themes/html/quizo/version-1/assets/js/jquery-3.6.0.min.js	E:/quiz_page/jthemes.net/themes/html/quizo/version-1/assets/js/jquery-3.6.0.min.js	(from https://jthemes.net/themes/html/quizo/version-1/)
00:53:17	60089/60089	---M-Z	200	added ('OK')	text/javascript	etag:%22eab9-5c55eea890800-gzip%22	https://jthemes.net/themes/html/quizo/version-1/assets/js/bootstrap.min.js	E:/quiz_page/jthemes.net/themes/html/quizo/version-1/assets/js/bootstrap.min.js	(from https://jthemes.net/themes/html/quizo/version-1/)
00:53:18	24430/24430	---M-Z	200	added ('OK')	text/javascript	etag:%225f6e-5b8749b228080-gzip%22	https://jthemes.net/themes/html/quizo/version-1/assets/js/jquery.validate.min.js	E:/quiz_page/jthemes.net/themes/html/quizo/version-1/assets/js/jquery.validate.min.js	(from https://jthemes.net/themes/html/quizo/version-1/)
00:53:18	6467/6467	---M-Z	200	added ('OK')	text/javascript	etag:%221943-5d133014e4fc0-gzip%22	https://jthemes.net/themes/html/quizo/version-1/assets/js/script.js	E:/quiz_page/jthemes.net/themes/html/quizo/version-1/assets/js/script.js	(from https://jthemes.net/themes/html/quizo/version-1/)
00:53:18	135404/135404	---M--	200	added ('OK')	image/png	etag:%22210ec-5d01afe6f7e00%22	https://jthemes.net/themes/html/quizo/version-1/assets/images/bg.png	E:/quiz_page/jthemes.net/themes/html/quizo/version-1/assets/images/bg.png	(from https://jthemes.net/themes/html/quizo/version-1/assets/css/style.css)
